timesteps,episode_reward,episode_length,is_success
17650,-3.0,50,1.0
17700,-3.0,50,1.0
17750,-2.0,50,1.0
17800,-3.0,50,1.0
17850,-1.0,50,1.0
17900,-1.0,50,1.0
17950,-3.0,50,1.0
18000,0.0,50,1.0
18050,-2.0,50,1.0
18100,-2.0,50,1.0
18150,-1.0,50,1.0
18200,0.0,50,1.0
18250,-1.0,50,1.0
18300,-2.0,50,1.0
18350,-1.0,50,1.0
18400,-2.0,50,1.0
18450,-3.0,50,1.0
18500,-2.0,50,1.0
18550,-3.0,50,1.0
18600,-7.0,50,1.0
18650,-7.0,50,1.0
18700,-15.0,50,1.0
18750,-2.0,50,1.0
18800,-4.0,50,1.0
18850,-3.0,50,1.0
18900,-2.0,50,1.0
18950,-2.0,50,1.0
19000,0.0,50,1.0
19050,-1.0,50,1.0
19100,-3.0,50,1.0
19150,0.0,50,1.0
19200,-2.0,50,1.0
19250,-3.0,50,1.0
19300,-3.0,50,1.0
19350,-2.0,50,1.0
19400,-2.0,50,1.0
19450,-1.0,50,1.0
19500,-1.0,50,1.0
19550,-3.0,50,1.0
19600,-1.0,50,1.0
19650,0.0,50,1.0
19700,-2.0,50,1.0
19750,0.0,50,1.0
19800,-2.0,50,1.0
19850,-2.0,50,1.0
19900,-3.0,50,1.0
19950,-1.0,50,1.0
20000,-3.0,50,1.0
20050,-2.0,50,1.0
20100,-3.0,50,1.0
20150,-3.0,50,1.0
20200,-2.0,50,1.0
20250,-2.0,50,1.0
20300,-3.0,50,1.0
20350,-2.0,50,1.0
20400,-1.0,50,1.0
20450,-2.0,50,1.0
20500,-1.0,50,1.0
20550,-2.0,50,1.0
20600,-1.0,50,1.0
20650,-2.0,50,1.0
20700,-3.0,50,1.0
20750,0.0,50,1.0
20800,-2.0,50,1.0
20850,0.0,50,1.0
20900,-2.0,50,1.0
20950,-2.0,50,1.0
21000,-2.0,50,1.0
21050,-3.0,50,1.0
21100,-2.0,50,1.0
