timesteps,episode_reward,episode_length,is_success
50200,-3.0,50,1.0
50250,-2.0,50,1.0
50300,-3.0,50,1.0
50350,-3.0,50,1.0
50400,-2.0,50,1.0
50450,-7.0,50,1.0
50500,-2.0,50,1.0
50550,-2.0,50,1.0
50600,-1.0,50,1.0
50650,-1.0,50,1.0
50700,-2.0,50,1.0
50750,-2.0,50,1.0
50800,-2.0,50,1.0
50850,-2.0,50,1.0
50900,-1.0,50,1.0
50950,-2.0,50,1.0
51000,-2.0,50,1.0
51050,-3.0,50,1.0
51100,0.0,50,1.0
51150,-1.0,50,1.0
51200,-2.0,50,1.0
51250,0.0,50,1.0
51300,-3.0,50,1.0
51350,-1.0,50,1.0
51400,-1.0,50,1.0
51450,-2.0,50,1.0
51500,-2.0,50,1.0
51550,-3.0,50,1.0
51600,-3.0,50,1.0
51650,-2.0,50,1.0
51700,-1.0,50,1.0
51750,-2.0,50,1.0
51800,0.0,50,1.0
51850,-2.0,50,1.0
51900,0.0,50,1.0
51950,-3.0,50,1.0
52000,-5.0,50,1.0
52050,-2.0,50,1.0
52100,-2.0,50,1.0
52150,-1.0,50,1.0
52200,-1.0,50,1.0
52250,-2.0,50,1.0
52300,-1.0,50,1.0
52350,-1.0,50,1.0
52400,-3.0,50,1.0
52450,0.0,50,1.0
52500,-1.0,50,1.0
52550,-2.0,50,1.0
52600,-2.0,50,1.0
52650,-3.0,50,1.0
52700,-1.0,50,1.0
52750,-2.0,50,1.0
52800,-2.0,50,1.0
52850,-3.0,50,1.0
52900,-2.0,50,1.0
52950,-2.0,50,1.0
53000,-2.0,50,1.0
53050,-2.0,50,1.0
53100,-2.0,50,1.0
53150,-1.0,50,1.0
53200,-3.0,50,1.0
53250,-2.0,50,1.0
53300,-1.0,50,1.0
53350,0.0,50,1.0
53400,0.0,50,1.0
53450,-2.0,50,1.0
53500,-2.0,50,1.0
53550,-2.0,50,1.0
53600,-1.0,50,1.0
53650,-3.0,50,1.0
53700,-2.0,50,1.0
53750,-2.0,50,1.0
53800,-1.0,50,1.0
53850,-2.0,50,1.0
53900,-2.0,50,1.0
53950,-2.0,50,1.0
54000,-1.0,50,1.0
54050,-2.0,50,1.0
54100,-2.0,50,1.0
54150,-2.0,50,1.0
54200,-2.0,50,1.0
54250,-2.0,50,1.0
54300,-2.0,50,1.0
54350,-2.0,50,1.0
54400,-2.0,50,1.0
54450,-1.0,50,1.0
54500,-2.0,50,1.0
54550,-2.0,50,1.0
54600,-2.0,50,1.0
54650,-1.0,50,1.0
54700,-2.0,50,1.0
54750,-3.0,50,1.0
54800,-2.0,50,1.0
54850,-1.0,50,1.0
54900,-4.0,50,1.0
54950,-5.0,50,1.0
55000,-4.0,50,1.0
55050,-2.0,50,1.0
55100,-1.0,50,1.0
55150,-2.0,50,1.0
55200,-4.0,50,1.0
55250,-1.0,50,1.0
55300,-2.0,50,1.0
55350,-1.0,50,1.0
55400,-2.0,50,1.0
55450,-2.0,50,1.0
55500,-3.0,50,1.0
55550,-2.0,50,1.0
55600,-2.0,50,1.0
55650,-1.0,50,1.0
55700,-2.0,50,1.0
55750,0.0,50,1.0
55800,-2.0,50,1.0
55850,-4.0,50,1.0
55900,-2.0,50,1.0
55950,-1.0,50,1.0
56000,-3.0,50,1.0
56050,-3.0,50,1.0
56100,-2.0,50,1.0
56150,-2.0,50,1.0
56200,-3.0,50,1.0
56250,-1.0,50,1.0
56300,-2.0,50,1.0
56350,-2.0,50,1.0
56400,-1.0,50,1.0
56450,-2.0,50,1.0
56500,-2.0,50,1.0
56550,-2.0,50,1.0
56600,-2.0,50,1.0
56650,0.0,50,1.0
56700,-2.0,50,1.0
56750,-3.0,50,1.0
56800,-3.0,50,1.0
56850,-1.0,50,1.0
56900,-2.0,50,1.0
56950,-3.0,50,1.0
57000,-2.0,50,1.0
57050,-2.0,50,1.0
57100,-2.0,50,1.0
57150,-1.0,50,1.0
57200,-2.0,50,1.0
57250,-2.0,50,1.0
57300,-3.0,50,1.0
57350,-3.0,50,1.0
57400,-2.0,50,1.0
57450,-2.0,50,1.0
57500,0.0,50,1.0
57550,-1.0,50,1.0
57600,-2.0,50,1.0
57650,-2.0,50,1.0
57700,-1.0,50,1.0
57750,-3.0,50,1.0
57800,-3.0,50,1.0
57850,-2.0,50,1.0
57900,-1.0,50,1.0
57950,-2.0,50,1.0
58000,-2.0,50,1.0
58050,-2.0,50,1.0
58100,-3.0,50,1.0
58150,-2.0,50,1.0
58200,-1.0,50,1.0
58250,-2.0,50,1.0
58300,-2.0,50,1.0
58350,0.0,50,1.0
58400,-2.0,50,1.0
58450,-3.0,50,1.0
58500,-2.0,50,1.0
58550,-1.0,50,1.0
58600,0.0,50,1.0
58650,-2.0,50,1.0
58700,-1.0,50,1.0
58750,-2.0,50,1.0
58800,0.0,50,1.0
58850,-4.0,50,1.0
58900,-3.0,50,1.0
58950,-1.0,50,1.0
59000,-1.0,50,1.0
59050,-3.0,50,1.0
59100,-2.0,50,1.0
59150,0.0,50,1.0
59200,-3.0,50,1.0
59250,-2.0,50,1.0
59300,0.0,50,1.0
59350,-2.0,50,1.0
59400,0.0,50,1.0
59450,0.0,50,1.0
59500,-2.0,50,1.0
59550,-2.0,50,1.0
59600,-1.0,50,1.0
59650,-2.0,50,1.0
59700,-2.0,50,1.0
59750,-2.0,50,1.0
59800,-1.0,50,1.0
59850,-3.0,50,1.0
59900,0.0,50,1.0
59950,-2.0,50,1.0
60000,-2.0,50,1.0
60050,-1.0,50,1.0
60100,-2.0,50,1.0
60150,0.0,50,1.0
60200,-2.0,50,1.0
60250,-3.0,50,1.0
60300,-2.0,50,1.0
60350,-1.0,50,1.0
60400,-2.0,50,1.0
60450,-3.0,50,1.0
60500,-1.0,50,1.0
60550,-2.0,50,1.0
60600,-2.0,50,1.0
60650,-2.0,50,1.0
60700,-1.0,50,1.0
60750,-3.0,50,1.0
60800,-1.0,50,1.0
60850,-1.0,50,1.0
60900,-2.0,50,1.0
60950,-2.0,50,1.0
61000,-1.0,50,1.0
61050,-3.0,50,1.0
61100,-1.0,50,1.0
61150,-1.0,50,1.0
61200,-1.0,50,1.0
61250,-1.0,50,1.0
61300,-3.0,50,1.0
61350,-2.0,50,1.0
61400,-1.0,50,1.0
61450,0.0,50,1.0
61500,-2.0,50,1.0
61550,-1.0,50,1.0
61600,0.0,50,1.0
61650,-2.0,50,1.0
61700,0.0,50,1.0
61750,-1.0,50,1.0
61800,-2.0,50,1.0
61850,-2.0,50,1.0
61900,-8.0,50,1.0
61950,-3.0,50,1.0
62000,-2.0,50,1.0
62050,-2.0,50,1.0
62100,-1.0,50,1.0
62150,-3.0,50,1.0
62200,-1.0,50,1.0
62250,-2.0,50,1.0
62300,-2.0,50,1.0
62350,-3.0,50,1.0
62400,-2.0,50,1.0
62450,-2.0,50,1.0
62500,-1.0,50,1.0
62550,-2.0,50,1.0
62600,-1.0,50,1.0
62650,-3.0,50,1.0
62700,-1.0,50,1.0
62750,-2.0,50,1.0
62800,-2.0,50,1.0
62850,-2.0,50,1.0
62900,-1.0,50,1.0
62950,-2.0,50,1.0
63000,-2.0,50,1.0
63050,-1.0,50,1.0
63100,-3.0,50,1.0
63150,-2.0,50,1.0
63200,-3.0,50,1.0
63250,-2.0,50,1.0
63300,-4.0,50,1.0
63350,-2.0,50,1.0
63400,-2.0,50,1.0
63450,-3.0,50,1.0
63500,-3.0,50,1.0
63550,-2.0,50,1.0
63600,-2.0,50,1.0
63650,-1.0,50,1.0
63700,-2.0,50,1.0
63750,-2.0,50,1.0
63800,-2.0,50,1.0
63850,-2.0,50,1.0
63900,-2.0,50,1.0
63950,-1.0,50,1.0
64000,-3.0,50,1.0
64050,-1.0,50,1.0
64100,-2.0,50,1.0
64150,-3.0,50,1.0
64200,-2.0,50,1.0
64250,-1.0,50,1.0
64300,-2.0,50,1.0
64350,-3.0,50,1.0
64400,-2.0,50,1.0
64450,-2.0,50,1.0
64500,-3.0,50,1.0
64550,-1.0,50,1.0
64600,-2.0,50,1.0
64650,-2.0,50,1.0
64700,-2.0,50,1.0
64750,-2.0,50,1.0
64800,-1.0,50,1.0
64850,-1.0,50,1.0
64900,-1.0,50,1.0
64950,-2.0,50,1.0
65000,-2.0,50,1.0
65050,-2.0,50,1.0
65100,-2.0,50,1.0
65150,-2.0,50,1.0
65200,-2.0,50,1.0
65250,-3.0,50,1.0
65300,-2.0,50,1.0
65350,-2.0,50,1.0
65400,-2.0,50,1.0
65450,-2.0,50,1.0
65500,-3.0,50,1.0
65550,-2.0,50,1.0
65600,-2.0,50,1.0
65650,-2.0,50,1.0
65700,0.0,50,1.0
65750,-2.0,50,1.0
65800,-2.0,50,1.0
65850,-1.0,50,1.0
65900,-2.0,50,1.0
65950,-2.0,50,1.0
66000,-1.0,50,1.0
66050,-2.0,50,1.0
66100,-1.0,50,1.0
66150,-2.0,50,1.0
66200,0.0,50,1.0
66250,-3.0,50,1.0
66300,-2.0,50,1.0
66350,-3.0,50,1.0
66400,0.0,50,1.0
66450,-2.0,50,1.0
66500,-2.0,50,1.0
66550,-2.0,50,1.0
66600,-2.0,50,1.0
66650,0.0,50,1.0
66700,-1.0,50,1.0
66750,-2.0,50,1.0
66800,-2.0,50,1.0
66850,-2.0,50,1.0
66900,-2.0,50,1.0
66950,0.0,50,1.0
67000,-2.0,50,1.0
67050,-1.0,50,1.0
67100,-1.0,50,1.0
67150,-2.0,50,1.0
67200,-1.0,50,1.0
67250,-2.0,50,1.0
67300,-3.0,50,1.0
67350,-1.0,50,1.0
67400,-2.0,50,1.0
67450,-1.0,50,1.0
67500,-2.0,50,1.0
67550,-2.0,50,1.0
67600,-2.0,50,1.0
67650,-1.0,50,1.0
67700,-2.0,50,1.0
67750,-1.0,50,1.0
67800,-1.0,50,1.0
67850,-2.0,50,1.0
67900,-2.0,50,1.0
67950,-2.0,50,1.0
68000,-1.0,50,1.0
68050,-1.0,50,1.0
68100,-2.0,50,1.0
68150,-2.0,50,1.0
68200,0.0,50,1.0
68250,-2.0,50,1.0
68300,-2.0,50,1.0
68350,-2.0,50,1.0
68400,0.0,50,1.0
68450,-1.0,50,1.0
68500,-1.0,50,1.0
68550,-3.0,50,1.0
68600,-2.0,50,1.0
68650,-3.0,50,1.0
68700,-2.0,50,1.0
68750,-3.0,50,1.0
68800,-2.0,50,1.0
68850,-2.0,50,1.0
68900,-1.0,50,1.0
68950,0.0,50,1.0
69000,-2.0,50,1.0
69050,-2.0,50,1.0
69100,0.0,50,1.0
69150,-2.0,50,1.0
69200,-2.0,50,1.0
69250,0.0,50,1.0
69300,-3.0,50,1.0
69350,-2.0,50,1.0
69400,-2.0,50,1.0
69450,-3.0,50,1.0
69500,-2.0,50,1.0
69550,-2.0,50,1.0
69600,-1.0,50,1.0
69650,-1.0,50,1.0
69700,-3.0,50,1.0
69750,-2.0,50,1.0
69800,-1.0,50,1.0
69850,-1.0,50,1.0
69900,-2.0,50,1.0
69950,-3.0,50,1.0
70000,-2.0,50,1.0
70050,-1.0,50,1.0
70100,-2.0,50,1.0
70150,-2.0,50,1.0
70200,0.0,50,1.0
70250,-2.0,50,1.0
70300,-2.0,50,1.0
70350,-2.0,50,1.0
70400,-3.0,50,1.0
70450,-2.0,50,1.0
70500,-2.0,50,1.0
70550,-2.0,50,1.0
70600,-2.0,50,1.0
70650,-3.0,50,1.0
70700,-3.0,50,1.0
70750,-2.0,50,1.0
70800,-2.0,50,1.0
70850,0.0,50,1.0
70900,-2.0,50,1.0
70950,-2.0,50,1.0
71000,-1.0,50,1.0
71050,-2.0,50,1.0
71100,0.0,50,1.0
71150,-17.0,50,1.0
71200,0.0,50,1.0
71250,-1.0,50,1.0
71300,0.0,50,1.0
71350,0.0,50,1.0
71400,-2.0,50,1.0
71450,0.0,50,1.0
71500,-2.0,50,1.0
71550,-2.0,50,1.0
71600,-1.0,50,1.0
71650,-1.0,50,1.0
71700,0.0,50,1.0
71750,-3.0,50,1.0
71800,-2.0,50,1.0
71850,-3.0,50,1.0
71900,-2.0,50,1.0
71950,-3.0,50,1.0
72000,-2.0,50,1.0
72050,-2.0,50,1.0
72100,-1.0,50,1.0
72150,0.0,50,1.0
72200,-2.0,50,1.0
72250,-2.0,50,1.0
72300,-2.0,50,1.0
72350,-2.0,50,1.0
72400,-3.0,50,1.0
72450,-3.0,50,1.0
72500,-1.0,50,1.0
72550,-2.0,50,1.0
72600,-1.0,50,1.0
72650,-3.0,50,1.0
72700,-2.0,50,1.0
72750,-2.0,50,1.0
72800,-1.0,50,1.0
72850,-2.0,50,1.0
72900,-3.0,50,1.0
72950,-2.0,50,1.0
73000,-2.0,50,1.0
73050,-1.0,50,1.0
73100,-2.0,50,1.0
73150,-2.0,50,1.0
73200,-3.0,50,1.0
73250,-1.0,50,1.0
73300,-3.0,50,1.0
73350,-2.0,50,1.0
73400,-1.0,50,1.0
73450,-2.0,50,1.0
73500,-3.0,50,1.0
73550,0.0,50,1.0
73600,-2.0,50,1.0
73650,-1.0,50,1.0
73700,-3.0,50,1.0
73750,-3.0,50,1.0
73800,-1.0,50,1.0
73850,-1.0,50,1.0
73900,-1.0,50,1.0
73950,-1.0,50,1.0
74000,-1.0,50,1.0
74050,-2.0,50,1.0
74100,-2.0,50,1.0
74150,-2.0,50,1.0
74200,-1.0,50,1.0
74250,-2.0,50,1.0
74300,0.0,50,1.0
74350,-1.0,50,1.0
74400,-1.0,50,1.0
74450,0.0,50,1.0
74500,-2.0,50,1.0
74550,-3.0,50,1.0
74600,-3.0,50,1.0
74650,0.0,50,1.0
74700,-2.0,50,1.0
74750,0.0,50,1.0
74800,-1.0,50,1.0
74850,-1.0,50,1.0
74900,-2.0,50,1.0
74950,-2.0,50,1.0
75000,-2.0,50,1.0
75050,-1.0,50,1.0
75100,-1.0,50,1.0
75150,-2.0,50,1.0
75200,-3.0,50,1.0
75250,-1.0,50,1.0
75300,-1.0,50,1.0
75350,-3.0,50,1.0
75400,0.0,50,1.0
75450,-1.0,50,1.0
75500,-2.0,50,1.0
75550,-2.0,50,1.0
75600,-2.0,50,1.0
75650,-3.0,50,1.0
75700,-2.0,50,1.0
75750,-2.0,50,1.0
75800,-2.0,50,1.0
75850,-1.0,50,1.0
75900,-3.0,50,1.0
75950,-2.0,50,1.0
76000,0.0,50,1.0
76050,-2.0,50,1.0
76100,-3.0,50,1.0
76150,-2.0,50,1.0
76200,-2.0,50,1.0
76250,-1.0,50,1.0
76300,-3.0,50,1.0
76350,-2.0,50,1.0
76400,-1.0,50,1.0
76450,-2.0,50,1.0
76500,0.0,50,1.0
76550,-2.0,50,1.0
76600,-2.0,50,1.0
76650,-3.0,50,1.0
76700,-2.0,50,1.0
76750,0.0,50,1.0
76800,-2.0,50,1.0
76850,-1.0,50,1.0
76900,-2.0,50,1.0
76950,-2.0,50,1.0
77000,-3.0,50,1.0
77050,-2.0,50,1.0
77100,-1.0,50,1.0
77150,-2.0,50,1.0
77200,0.0,50,1.0
77250,-1.0,50,1.0
77300,-2.0,50,1.0
77350,-3.0,50,1.0
77400,-1.0,50,1.0
77450,-3.0,50,1.0
77500,-2.0,50,1.0
77550,-2.0,50,1.0
77600,-2.0,50,1.0
77650,-2.0,50,1.0
77700,-1.0,50,1.0
77750,-2.0,50,1.0
77800,-3.0,50,1.0
77850,-2.0,50,1.0
77900,-1.0,50,1.0
77950,0.0,50,1.0
78000,-2.0,50,1.0
78050,-1.0,50,1.0
78100,-3.0,50,1.0
78150,-1.0,50,1.0
78200,-1.0,50,1.0
78250,-1.0,50,1.0
78300,-1.0,50,1.0
78350,-3.0,50,1.0
78400,-3.0,50,1.0
78450,-2.0,50,1.0
78500,-2.0,50,1.0
78550,-2.0,50,1.0
78600,-2.0,50,1.0
78650,-1.0,50,1.0
78700,-2.0,50,1.0
78750,-2.0,50,1.0
78800,-3.0,50,1.0
78850,-1.0,50,1.0
78900,-2.0,50,1.0
78950,-2.0,50,1.0
79000,0.0,50,1.0
79050,-2.0,50,1.0
79100,0.0,50,1.0
79150,-2.0,50,1.0
79200,-1.0,50,1.0
79250,-2.0,50,1.0
79300,-1.0,50,1.0
79350,0.0,50,1.0
79400,-2.0,50,1.0
79450,-2.0,50,1.0
79500,-3.0,50,1.0
79550,-1.0,50,1.0
79600,-1.0,50,1.0
79650,0.0,50,1.0
79700,-2.0,50,1.0
79750,-2.0,50,1.0
79800,-2.0,50,1.0
79850,-2.0,50,1.0
79900,-2.0,50,1.0
79950,0.0,50,1.0
80000,-2.0,50,1.0
80050,-2.0,50,1.0
80100,-2.0,50,1.0
80150,0.0,50,1.0
80200,-2.0,50,1.0
80250,-3.0,50,1.0
80300,-2.0,50,1.0
80350,-2.0,50,1.0
80400,-1.0,50,1.0
80450,0.0,50,1.0
80500,-2.0,50,1.0
80550,-2.0,50,1.0
80600,-2.0,50,1.0
80650,-3.0,50,1.0
80700,0.0,50,1.0
80750,-2.0,50,1.0
80800,-2.0,50,1.0
80850,-1.0,50,1.0
80900,-2.0,50,1.0
80950,-2.0,50,1.0
81000,-2.0,50,1.0
81050,-2.0,50,1.0
81100,-2.0,50,1.0
81150,-2.0,50,1.0
81200,0.0,50,1.0
81250,-2.0,50,1.0
81300,-2.0,50,1.0
81350,-2.0,50,1.0
81400,0.0,50,1.0
81450,0.0,50,1.0
81500,-2.0,50,1.0
81550,-3.0,50,1.0
81600,-2.0,50,1.0
81650,0.0,50,1.0
81700,-1.0,50,1.0
81750,-2.0,50,1.0
81800,-1.0,50,1.0
81850,-2.0,50,1.0
81900,-2.0,50,1.0
81950,-3.0,50,1.0
82000,-1.0,50,1.0
82050,-2.0,50,1.0
82100,-2.0,50,1.0
82150,-1.0,50,1.0
82200,-2.0,50,1.0
82250,-3.0,50,1.0
82300,-2.0,50,1.0
82350,-1.0,50,1.0
82400,-1.0,50,1.0
82450,-1.0,50,1.0
82500,-1.0,50,1.0
82550,-1.0,50,1.0
82600,-2.0,50,1.0
82650,-1.0,50,1.0
82700,-2.0,50,1.0
82750,-2.0,50,1.0
82800,-2.0,50,1.0
82850,-1.0,50,1.0
82900,-2.0,50,1.0
82950,-1.0,50,1.0
83000,-2.0,50,1.0
83050,-1.0,50,1.0
83100,-2.0,50,1.0
83150,-2.0,50,1.0
83200,-2.0,50,1.0
83250,-1.0,50,1.0
83300,-2.0,50,1.0
83350,-2.0,50,1.0
83400,0.0,50,1.0
83450,-2.0,50,1.0
83500,-3.0,50,1.0
83550,-2.0,50,1.0
83600,-1.0,50,1.0
83650,-2.0,50,1.0
83700,-2.0,50,1.0
83750,-2.0,50,1.0
83800,-3.0,50,1.0
83850,-1.0,50,1.0
83900,-2.0,50,1.0
83950,0.0,50,1.0
84000,-1.0,50,1.0
84050,-2.0,50,1.0
84100,-1.0,50,1.0
84150,-1.0,50,1.0
84200,-2.0,50,1.0
84250,-2.0,50,1.0
84300,-2.0,50,1.0
84350,0.0,50,1.0
84400,-3.0,50,1.0
84450,-2.0,50,1.0
84500,-2.0,50,1.0
84550,-1.0,50,1.0
84600,-1.0,50,1.0
84650,-1.0,50,1.0
84700,-3.0,50,1.0
84750,-3.0,50,1.0
84800,-2.0,50,1.0
84850,-2.0,50,1.0
84900,0.0,50,1.0
84950,-3.0,50,1.0
85000,-2.0,50,1.0
85050,0.0,50,1.0
85100,-1.0,50,1.0
85150,-1.0,50,1.0
85200,-3.0,50,1.0
85250,0.0,50,1.0
85300,-1.0,50,1.0
85350,-2.0,50,1.0
85400,-2.0,50,1.0
85450,-2.0,50,1.0
85500,0.0,50,1.0
85550,-3.0,50,1.0
85600,-1.0,50,1.0
85650,-3.0,50,1.0
85700,-1.0,50,1.0
85750,-2.0,50,1.0
85800,-1.0,50,1.0
85850,0.0,50,1.0
85900,-2.0,50,1.0
85950,-2.0,50,1.0
86000,-3.0,50,1.0
86050,-1.0,50,1.0
86100,-1.0,50,1.0
86150,-3.0,50,1.0
86200,-1.0,50,1.0
86250,-3.0,50,1.0
86300,-2.0,50,1.0
86350,-2.0,50,1.0
86400,-3.0,50,1.0
86450,-2.0,50,1.0
86500,0.0,50,1.0
86550,-2.0,50,1.0
86600,-2.0,50,1.0
86650,0.0,50,1.0
86700,-3.0,50,1.0
86750,-2.0,50,1.0
86800,-2.0,50,1.0
86850,-1.0,50,1.0
86900,-2.0,50,1.0
86950,-2.0,50,1.0
87000,0.0,50,1.0
87050,-1.0,50,1.0
87100,-1.0,50,1.0
87150,-2.0,50,1.0
87200,-2.0,50,1.0
87250,0.0,50,1.0
87300,-2.0,50,1.0
87350,-3.0,50,1.0
87400,-1.0,50,1.0
87450,-2.0,50,1.0
87500,-2.0,50,1.0
87550,-2.0,50,1.0
87600,-1.0,50,1.0
87650,-1.0,50,1.0
87700,-1.0,50,1.0
87750,-2.0,50,1.0
87800,-1.0,50,1.0
87850,-2.0,50,1.0
87900,-2.0,50,1.0
87950,-3.0,50,1.0
88000,0.0,50,1.0
88050,0.0,50,1.0
88100,-1.0,50,1.0
88150,-2.0,50,1.0
88200,0.0,50,1.0
88250,-3.0,50,1.0
88300,-2.0,50,1.0
88350,-3.0,50,1.0
88400,-3.0,50,1.0
88450,0.0,50,1.0
88500,-2.0,50,1.0
88550,-2.0,50,1.0
88600,-1.0,50,1.0
88650,-2.0,50,1.0
88700,-2.0,50,1.0
88750,0.0,50,1.0
88800,-1.0,50,1.0
88850,-2.0,50,1.0
88900,-2.0,50,1.0
88950,-2.0,50,1.0
89000,-2.0,50,1.0
89050,-2.0,50,1.0
89100,-1.0,50,1.0
89150,-1.0,50,1.0
89200,-2.0,50,1.0
89250,-3.0,50,1.0
89300,0.0,50,1.0
89350,-1.0,50,1.0
89400,-1.0,50,1.0
89450,-3.0,50,1.0
89500,-2.0,50,1.0
89550,-2.0,50,1.0
89600,0.0,50,1.0
89650,0.0,50,1.0
89700,-3.0,50,1.0
89750,-2.0,50,1.0
89800,0.0,50,1.0
89850,-1.0,50,1.0
89900,-2.0,50,1.0
89950,-1.0,50,1.0
90000,-2.0,50,1.0
90050,-1.0,50,1.0
90100,-3.0,50,1.0
90150,-2.0,50,1.0
90200,-2.0,50,1.0
90250,0.0,50,1.0
90300,-1.0,50,1.0
90350,-3.0,50,1.0
90400,-2.0,50,1.0
90450,-2.0,50,1.0
90500,-2.0,50,1.0
90550,-3.0,50,1.0
90600,-2.0,50,1.0
90650,-2.0,50,1.0
90700,-1.0,50,1.0
90750,-2.0,50,1.0
90800,-1.0,50,1.0
90850,-3.0,50,1.0
90900,-1.0,50,1.0
90950,0.0,50,1.0
91000,-2.0,50,1.0
91050,-1.0,50,1.0
91100,-1.0,50,1.0
91150,-1.0,50,1.0
91200,0.0,50,1.0
91250,-1.0,50,1.0
91300,-2.0,50,1.0
91350,-1.0,50,1.0
91400,-3.0,50,1.0
91450,-1.0,50,1.0
91500,-2.0,50,1.0
91550,0.0,50,1.0
91600,-1.0,50,1.0
91650,0.0,50,1.0
91700,-2.0,50,1.0
91750,-2.0,50,1.0
91800,-2.0,50,1.0
91850,-1.0,50,1.0
91900,-1.0,50,1.0
91950,-1.0,50,1.0
92000,-2.0,50,1.0
92050,-3.0,50,1.0
92100,-3.0,50,1.0
92150,-1.0,50,1.0
92200,-3.0,50,1.0
92250,-2.0,50,1.0
92300,-2.0,50,1.0
92350,-3.0,50,1.0
92400,-2.0,50,1.0
92450,-2.0,50,1.0
92500,-2.0,50,1.0
92550,-1.0,50,1.0
92600,-1.0,50,1.0
92650,-2.0,50,1.0
92700,0.0,50,1.0
92750,-2.0,50,1.0
92800,-2.0,50,1.0
92850,-1.0,50,1.0
92900,-2.0,50,1.0
92950,-2.0,50,1.0
93000,-1.0,50,1.0
93050,-2.0,50,1.0
93100,0.0,50,1.0
93150,0.0,50,1.0
93200,-2.0,50,1.0
93250,-2.0,50,1.0
93300,-2.0,50,1.0
93350,-2.0,50,1.0
93400,-1.0,50,1.0
93450,-2.0,50,1.0
93500,-2.0,50,1.0
93550,-1.0,50,1.0
93600,-2.0,50,1.0
93650,0.0,50,1.0
93700,0.0,50,1.0
93750,-2.0,50,1.0
93800,-1.0,50,1.0
93850,-3.0,50,1.0
93900,-2.0,50,1.0
93950,-1.0,50,1.0
94000,0.0,50,1.0
94050,-2.0,50,1.0
94100,-3.0,50,1.0
94150,-2.0,50,1.0
94200,-1.0,50,1.0
94250,-2.0,50,1.0
94300,-2.0,50,1.0
94350,-2.0,50,1.0
94400,-3.0,50,1.0
94450,-1.0,50,1.0
94500,-1.0,50,1.0
94550,-3.0,50,1.0
94600,-1.0,50,1.0
94650,-2.0,50,1.0
94700,-2.0,50,1.0
94750,-1.0,50,1.0
94800,-2.0,50,1.0
94850,-2.0,50,1.0
94900,-1.0,50,1.0
94950,-2.0,50,1.0
95000,-3.0,50,1.0
95050,-2.0,50,1.0
95100,-1.0,50,1.0
95150,0.0,50,1.0
95200,-3.0,50,1.0
95250,-1.0,50,1.0
95300,-2.0,50,1.0
95350,-1.0,50,1.0
95400,-1.0,50,1.0
95450,-3.0,50,1.0
95500,-2.0,50,1.0
95550,-2.0,50,1.0
95600,-2.0,50,1.0
95650,-1.0,50,1.0
95700,-1.0,50,1.0
95750,-1.0,50,1.0
95800,-1.0,50,1.0
95850,-2.0,50,1.0
95900,0.0,50,1.0
95950,-2.0,50,1.0
96000,-1.0,50,1.0
96050,-2.0,50,1.0
96100,-2.0,50,1.0
96150,-2.0,50,1.0
96200,-1.0,50,1.0
96250,-2.0,50,1.0
96300,-1.0,50,1.0
96350,-2.0,50,1.0
96400,-2.0,50,1.0
96450,0.0,50,1.0
96500,-1.0,50,1.0
96550,-2.0,50,1.0
96600,0.0,50,1.0
96650,-2.0,50,1.0
96700,0.0,50,1.0
96750,-2.0,50,1.0
96800,-2.0,50,1.0
96850,-1.0,50,1.0
96900,-2.0,50,1.0
96950,-3.0,50,1.0
97000,0.0,50,1.0
97050,-2.0,50,1.0
97100,-3.0,50,1.0
97150,-2.0,50,1.0
97200,-2.0,50,1.0
97250,-2.0,50,1.0
97300,0.0,50,1.0
97350,-2.0,50,1.0
97400,-1.0,50,1.0
97450,-2.0,50,1.0
97500,-2.0,50,1.0
97550,-2.0,50,1.0
97600,-2.0,50,1.0
97650,-1.0,50,1.0
97700,-3.0,50,1.0
97750,-1.0,50,1.0
97800,-2.0,50,1.0
97850,0.0,50,1.0
97900,-1.0,50,1.0
97950,-2.0,50,1.0
98000,-2.0,50,1.0
98050,-2.0,50,1.0
98100,-2.0,50,1.0
98150,-1.0,50,1.0
98200,-2.0,50,1.0
98250,-3.0,50,1.0
98300,0.0,50,1.0
98350,-3.0,50,1.0
98400,-2.0,50,1.0
98450,-1.0,50,1.0
98500,-1.0,50,1.0
98550,-2.0,50,1.0
98600,-1.0,50,1.0
98650,-1.0,50,1.0
98700,-2.0,50,1.0
98750,-1.0,50,1.0
98800,-2.0,50,1.0
98850,-1.0,50,1.0
98900,-1.0,50,1.0
98950,-2.0,50,1.0
99000,-2.0,50,1.0
99050,-3.0,50,1.0
99100,-2.0,50,1.0
99150,-2.0,50,1.0
99200,-1.0,50,1.0
99250,-1.0,50,1.0
99300,-1.0,50,1.0
99350,-1.0,50,1.0
99400,-2.0,50,1.0
99450,-2.0,50,1.0
99500,-2.0,50,1.0
99550,-2.0,50,1.0
99600,-1.0,50,1.0
99650,-1.0,50,1.0
99700,-2.0,50,1.0
99750,-3.0,50,1.0
99800,-1.0,50,1.0
99850,-2.0,50,1.0
99900,-2.0,50,1.0
99950,0.0,50,1.0
100000,-1.0,50,1.0
